bldg_id,street_address,zip_code,last_reg,rc_count,docket_no,case_type,case_status,filing_date,closing_date,close_code,staff_id,mci_item,claim_cost,allow_cost,wk_beg_dt
204981,2220 ADAMS PL BRONX NY,10457,2020,0,GW610011OM,OM,CLOSED,11/9/18,1/10/20,DE,ROM-00003-20,HOT WATER HEATER,17500,0,7/1/18
204981,2220 ADAMS PL BRONX NY,10457,2020,0,GW610011OM,OM,CLOSED,11/9/18,1/10/20,DE,ROM-00003-20,NEW ROOF,12980,0,5/1/17
204981,2220 ADAMS PL BRONX NY,10457,2020,0,GW610011OM,OM,CLOSED,11/9/18,1/10/20,DE,ROM-00003-20,TV/SECURITY SYSTEM,9200,0,11/1/17
204981,2220 ADAMS PL BRONX NY,10457,2020,0,GW610011OM,OM,CLOSED,11/9/18,1/10/20,DE,ROM-00003-20,POINTNG & WATERPROOF,36445,0,5/1/17
221419,3130 ALBANY CRES BRONX NY,10463,2020,0,DP610055OM,OM,CLOSED,4/9/15,12/5/16,GP,ROM-00124-16,BURNER,85100,84285,9/26/12
215604,134 ALEXANDER AVE BRONX NY,10454,2020,0,CM610048X,X,CLOSED,1/21/14,1/27/14,CW,RX-00001-14,N/A,N/A,N/A,N/A
206720,665 ALLERTON AVE BRONX NY,10467,2020,1,EM630016OM,OM,CLOSED,1/8/16,6/7/16,GP,ROM-00063-16,ROOF | POINTNG | LINTELS,204275,201775,8/11/15
206720,665 ALLERTON AVE BRONX NY,10467,2020,1,EM630016OM,OM,CLOSED,1/8/16,6/7/16,GP,ROM-00063-16,TV/SECURITY SYSTEM,21600,21600,9/4/15
206720,665 ALLERTON AVE BRONX NY,10467,2020,1,FW630018X,X,CLOSED,11/22/17,11/24/17,GR,RX-00006-17,N/A,N/A,N/A,N/A
206718,690 ALLERTON AVE BRONX NY,10467,2020,0,EM610015OM,OM,CLOSED,1/8/16,8/17/16,GP,RRT-00013-16,NEW ROOF,67950,60000,8/18/15
206718,690 ALLERTON AVE BRONX NY,10467,2020,0,EM610015OM,OM,CLOSED,1/8/16,8/17/16,GP,RRT-00013-16,TV/SECURITY SYSTEM,32400,27953.32,7/15/15
214433,1150 ANDERSON AVE BRONX NY,10452,2020,0,IU610007OM,OM,OPEN,9/15/20,N/A,NONE,MRM2,ELEVATOR UPGRADING,300000,0,7/16/18
214433,1150 ANDERSON AVE BRONX NY,10452,2020,0,IU610007OM,OM,OPEN,9/15/20,N/A,NONE,MRM2,INTERCOM,5400,0,1/22/19
209634,1130 ANDERSON AVE BRONX NY,10452,2020,0,YB630017OM,OM,CLOSED,2/16/10,9/23/10,GR,RXX-000922-18,ELEVATOR UPGRADING,103850,103850,6/30/09
209634,1130 ANDERSON AVE BRONX NY,10452,2020,0,BX630003X,X,CLOSED,12/3/13,12/3/13,CW,RX-00009-13,N/A,N/A,N/A,N/A
209634,1130 ANDERSON AVE BRONX NY,10452,2020,0,DP610010X,X,CLOSED,4/2/15,7/16/15,GR,RX-00006-15,N/A,N/A,N/A,N/A
209634,1130 ANDERSON AVE BRONX NY,10452,2020,0,GM610075OM,OM,CLOSED,1/18/18,2/11/20,GP,A1A99,BOILER/BURNER,184950,171769.5,12/29/14
210978,1172 ANDERSON AVE BRONX NY,10452,2020,0,CR610003X,X,CLOSED,6/9/14,6/13/14,CW,RX-00009-14,N/A,N/A,N/A,N/A
210437,1187 ANDERSON AVE BRONX NY,10452,2019,0,CT610016X,X,CLOSED,8/20/14,9/2/14,CW,RX-00006-14,N/A,N/A,N/A,N/A
201192,2272 ANDREWS AVE BRONX NY,10468,2020,0,GV610102OM,OM,OPEN,10/26/18,N/A,NONE,MFG,BOILER/BURNER,161500,0,8/11/17
225984,1705 ANDREWS AVE BRONX NY,10453,2020,0,YI630104X,X,CLOSED,9/22/10,9/27/10,CW,RX-00001-12,N/A,N/A,N/A,N/A
201186,1944 ANDREWS AVE BRONX NY,10453,2018,1,ZC630021X,X,CLOSED,3/28/11,4/7/11,CW,RXX-000104-20,N/A,N/A,N/A,N/A
203721,2266 ANDREWS AVE BRONX NY,10468,2018,0,ER610033OM,OM,CLOSED,6/6/16,9/21/17,GP,ROM-00075-17,EXTERIOR RESTORATION,65749,56779.9,7/15/15
203721,2266 ANDREWS AVE BRONX NY,10468,2018,0,ER610033OM,OM,CLOSED,6/6/16,9/21/17,GP,ROM-00075-17,ARCHITECT CONSULT.,1080,1080,8/12/15
215846,2285 ANDREWS AVE BRONX NY,10468,2019,0,FT610041OM,OM,CLOSED,8/15/17,4/25/18,GP,RRT-00035-19,BOILER/BURNER,189506.27,183890.77,3/6/15
210967,2296 ANDREWS AVE BRONX NY,10468,2020,0,GS610072OM,OM,OPEN,7/12/18,N/A,NONE,MSM,GAS PIPING,63409.5,0,5/24/16
208176,2321 ANDREWS AVE BRONX NY,10468,2020,0,XJ610112OM,OM,CLOSED,10/22/09,12/3/10,DE,RXX-000922-18,BOILER/BURNER,75353.94,0,11/1/07
208176,2321 ANDREWS AVE BRONX NY,10468,2020,0,XJ610112OM,OM,CLOSED,10/22/09,12/3/10,DE,RXX-000922-18,INTERCOM SYSTEM,3197.06,0,12/9/08
203882,2277 ANDREWS AVE N BRONX NY,10468,2020,0,YH610046X,X,CLOSED,8/18/10,8/20/10,CW,RXX-000104-20,N/A,N/A,N/A,N/A
203882,2277 ANDREWS AVE N BRONX NY,10468,2020,0,GS610024X,X,CLOSED,7/20/18,7/20/18,CW,RX-00002-18,N/A,N/A,N/A,N/A
209709,1660 ANDREWS AVE S BRONX NY,10453,2020,0,YI630103X,X,CLOSED,9/22/10,9/27/10,CW,RXX-000104-20,N/A,N/A,N/A,N/A
201819,1917 ANDREWS AVE S BRONX NY,10453,2020,0,GR610072OM,OM,CLOSED,6/25/18,2/7/19,GR,ROM-00012-19,BLDG. ENTRANCE DOOR,7995,7995,6/28/16
210013,1929 ANDREWS AVE S BRONX NY,10453,2020,0,DM610008X,X,CLOSED,1/15/15,4/5/18,VO,MX99,N/A,N/A,N/A,N/A
212739,1646 ANTHONY AVE BRONX NY,10457,2020,0,YG610007X,X,CLOSED,7/13/10,2/18/11,GR,RXX-000104-20,N/A,N/A,N/A,N/A
212739,1646 ANTHONY AVE BRONX NY,10457,2020,0,ER610072OM,OM,CLOSED,6/28/16,1/9/17,GP,ROM-00004-17,BOILER/BURNER,172825,160325,1/22/14
208854,1687 ANTHONY AVE BRONX NY,10457,2019,0,XH610097X,X,CLOSED,8/21/09,1/7/10,GP,RXX-000811-18,N/A,N/A,N/A,N/A
208188,1818 ANTHONY AVE BRONX NY,10457,2020,0,FU610019OM,OM,CLOSED,9/5/17,12/28/17,DE,ROM-00101-17,LIGHTING UPGRADE,16395,0,12/23/16
208188,1818 ANTHONY AVE BRONX NY,10457,2020,0,GV610088OM,OM,CLOSED,10/15/18,12/20/19,GP,ROM-00056-19,HOT WATER HEATER,248760,0,9/8/17
208188,1818 ANTHONY AVE BRONX NY,10457,2020,0,GV610088OM,OM,CLOSED,10/15/18,12/20/19,GP,ROM-00056-19,POINTNG & WATERPROOF,248760,248760,9/8/17
208188,1818 ANTHONY AVE BRONX NY,10457,2020,0,HQ610063OM,OM,OPEN,5/14/19,N/A,GP,MJC,BOILER/BURNER,296350,0,5/17/18
208188,1818 ANTHONY AVE BRONX NY,10457,2020,0,HT610012OM,OM,CLOSED,8/22/19,8/21/20,DE,M66,BOILER/GAS CONVERS'N,296350,0,5/17/18
215762,2077 ANTHONY AVE BRONX NY,10457,2020,1,XI630033OM,OM,CLOSED,9/25/09,4/16/10,GR,RXX-000915-18,SECURITY CAMERAS,12040,12040,11/10/07
215762,2077 ANTHONY AVE BRONX NY,10457,2020,1,XI630033OM,OM,CLOSED,9/25/09,4/16/10,GR,RXX-000915-18,MAIN ENTRANCE DOORS,7950,7950,11/15/07
215762,2077 ANTHONY AVE BRONX NY,10457,2020,1,GR630080OM,OM,CLOSED,6/7/18,11/7/18,GR,RRT-00015-18,BURNER,43730.9,43730.9,11/6/15
201460,2160 ANTHONY AVE BRONX NY,10457,2019,0,EU610009OM,OM,CLOSED,9/16/16,2/2/17,GP,ROM-00105-17,EXTERIOR RESTORATION,121887,112840,8/6/15
201460,2160 ANTHONY AVE BRONX NY,10457,2019,0,EU610009OM,OM,CLOSED,9/16/16,2/2/17,GP,ROM-00105-17,ARCHITECT CONSULTING,1080,1080,9/14/15
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,DR610058OM,OM,CLOSED,6/15/15,1/25/16,GP,ROM-00005-16,WINDOWS SUPPLIER,67495,66604.15,1/1/14
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,DR610058OM,OM,CLOSED,6/15/15,1/25/16,GP,ROM-00005-16,WINDOWS INSTALLER,51610,51220,1/1/14
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,DR610058OM,OM,CLOSED,6/15/15,1/25/16,GP,ROM-00005-16,LOBBY DOORS,6151,5650,10/11/13
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,DR610058OM,OM,CLOSED,6/15/15,1/25/16,GP,ROM-00005-16,TV/SECURITY SYSTEM,8632,8632,7/3/13
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,FO610077OM,OM,CLOSED,3/24/17,11/22/17,GP,ROM-00103-17,KITCHEN/BATH MODERN,741900,730215.1,12/4/15
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,FO610078OM,OM,CLOSED,3/24/17,6/20/18,GP,ROM-00061-18,REPIPING,356100,356100,12/4/15
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,FO610078OM,OM,CLOSED,3/24/17,6/20/18,GP,ROM-00061-18,BOILER/BURNER,105000,104428,2/19/15
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,GP610051OM,OM,CLOSED,4/25/18,7/17/18,GP,ROM-00063-18,LINTELS,45000,45000,11/13/15
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,GP610051OM,OM,CLOSED,4/25/18,7/17/18,GP,ROM-00063-18,POINTNG & WATERPROOF,90000,88910.2,11/13/15
215731,2320 AQUEDUCT AVE BRONX NY,10468,2020,0,GP610051OM,OM,CLOSED,4/25/18,7/17/18,GP,ROM-00063-18,NEW ROOF,80000,80000,10/1/16
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,BN610076OM,OM,CLOSED,2/14/13,8/22/14,GP,ROM-00060-14,WINDOWS SUPPLIER,72310,72310,6/9/11
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,BN610076OM,OM,CLOSED,2/14/13,8/22/14,GP,ROM-00060-14,WINDOW INSTALLER,46530,46530,6/9/11
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,BN610076OM,OM,CLOSED,2/14/13,8/22/14,GP,ROM-00060-14,NEW ROOF,32450,32450,10/5/11
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,BN610076OM,OM,CLOSED,2/14/13,8/22/14,GP,ROM-00060-14,HOT WATER HEATER,25073,24437,8/30/11
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,BN610076OM,OM,CLOSED,2/14/13,8/22/14,GP,ROM-00060-14,LOBBY DOOR,2900,2900,12/16/11
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,BN610076OM,OM,CLOSED,2/14/13,8/22/14,GP,ROM-00060-14,SECURITY CAMERAS,18510,18510,6/8/11
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,DO610012OM,OM,CLOSED,3/3/15,12/31/15,GP,ROM-00081-15,REPIPING,214500,210365,7/16/13
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,DO610012OM,OM,CLOSED,3/3/15,12/31/15,GP,ROM-00081-15,KITCH./BATH UPGRADE,628487,628487,7/16/13
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,DO610012OM,OM,CLOSED,3/3/15,12/31/15,GP,ROM-00081-15,BOILER/BURNER,106000,103689,3/19/13
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,EP610013X,X,CLOSED,4/14/16,8/11/16,GP,RX-00005-16,N/A,N/A,N/A,N/A
206165,2505 AQUEDUCT AVE BRONX NY,10468,2020,0,GW610001X,X,CLOSED,11/1/18,11/2/18,GP,ECM,N/A,N/A,N/A,N/A
210571,2547 AQUEDUCT AVE BRONX NY,10468,2020,0,YL610017OM,OM,CLOSED,12/15/10,5/13/11,GR,RXX-000803-19,TV/SECURITY SYSTEM,12427.6,12427.6,11/20/08
210571,2547 AQUEDUCT AVE BRONX NY,10468,2020,0,YL610017OM,OM,CLOSED,12/15/10,5/13/11,GR,RXX-000803-19,MAIN ENTRANCE DOORS,12775,12775,12/18/08
210571,2547 AQUEDUCT AVE BRONX NY,10468,2020,0,CU610029OM,OM,CLOSED,9/11/14,12/8/14,GR,RISF-00108-15,NEW ROOF,110825,110825,4/4/14
204070,2609 AQUEDUCT AVE BRONX NY,10468,2020,0,BP610060OM,OM,CLOSED,4/25/13,8/22/13,GP,ROM-00056-13,BOILER/BURNER,75000,74364,8/18/11
204070,2609 AQUEDUCT AVE BRONX NY,10468,2020,0,ET610013OM,OM,CLOSED,8/17/16,11/7/16,GR,ROM-00125-16,SECURITY CAMERAS,19615,19615,5/7/15
208675,1801 ARCHER ST BRONX NY,10460,2020,0,DV610031OM,OM,CLOSED,10/20/15,3/30/16,GP,ROM-00031-16,BOILER/BURNER,221500,220633.5,2/6/13
202113,3210 ARLINGTON AVE BRONX NY,10463,2020,0,AN610051X,X,CLOSED,2/16/12,2/16/12,CW,RX-00001-12,N/A,N/A,N/A,N/A
220351,3215 ARLINGTON AVE BRONX NY,10463,2020,0,CS610012X,X,CLOSED,7/2/14,7/9/14,CW,RX-00009-14,N/A,N/A,N/A,N/A
220351,3215 ARLINGTON AVE BRONX NY,10463,2020,0,GX610024OM,OM,CLOSED,12/10/18,4/18/19,GP,ROM-00023-19,EXTERIOR FACADE,197367,193847,1/9/17
221310,5700 ARLINGTON AVE BRONX NY,10471,2020,0,YH610051X,X,CLOSED,8/18/10,8/20/10,CW,RXX-000811-18,N/A,N/A,N/A,N/A
221310,5700 ARLINGTON AVE BRONX NY,10471,2020,0,HM610053OM,OM,CLOSED,1/2/19,11/29/19,DE,A1A99,POINTING/FACADE,12213874.63,0,4/1/13
221310,5700 ARLINGTON AVE BRONX NY,10471,2020,0,HM610053OM,OM,CLOSED,1/2/19,11/29/19,DE,A1A99,ARCHITECT,1576344.58,0,3/15/12
202290,788 ARNOW AVE BRONX NY,10467,2019,0,XG630144OM,OM,CLOSED,7/22/09,7/20/10,GP,RXX-000922-18,ELEVATOR UPGRADING,109500,108700,3/3/08
202290,788 ARNOW AVE BRONX NY,10467,2019,0,XG630144OM,OM,CLOSED,7/22/09,7/20/10,GP,RXX-000922-18,ENTRANCE DOOR,3600,3600,9/25/07
202290,788 ARNOW AVE BRONX NY,10467,2019,0,XG630144OM,OM,CLOSED,7/22/09,7/20/10,GP,RXX-000922-18,ROOF,8000,8000,7/30/07
202290,788 ARNOW AVE BRONX NY,10467,2019,0,AT630092X,X,CLOSED,8/22/12,8/24/12,GR,RX-00009-12,N/A,N/A,N/A,N/A
202290,788 ARNOW AVE BRONX NY,10467,2019,0,DN630031X,X,CLOSED,2/27/15,5/4/15,CW,RX-00003-15,N/A,N/A,N/A,N/A
216679,2820 BAILEY AVE BRONX NY,10463,2020,0,DR610061OM,OM,CLOSED,6/1/15,3/29/16,GP,ROM-00027-16,BURNER,83925,63013,9/26/12
216679,2820 BAILEY AVE BRONX NY,10463,2020,0,DR610061OM,OM,CLOSED,6/1/15,3/29/16,GP,ROM-00027-16,BACK FLOW PREVENTER,23084.93,10412.93,6/4/13
221290,3119 BAILEY AVE BRONX NY,10463,2020,0,YA610056OM,OM,CLOSED,1/15/10,3/17/10,VO,M99,N/A,N/A,N/A,N/A
221508,3123 BAILEY AVE BRONX NY,10463,2020,0,YH610087X,X,CLOSED,8/27/10,8/31/10,CW,RXX-00020-10,N/A,N/A,N/A,N/A
221508,3123 BAILEY AVE BRONX NY,10463,2020,0,BX610006X,X,CLOSED,12/3/13,12/5/13,GP,RX-00007-13,N/A,N/A,N/A,N/A
214442,3300 BAILEY AVE BRONX NY,10463,2020,0,HQ610138OM,OM,OPEN,5/23/19,N/A,NONE,MTK,ELEVATOR UPGRADING,158000,0,8/1/18
214442,3300 BAILEY AVE BRONX NY,10463,2020,0,HQ610138OM,OM,OPEN,5/23/19,N/A,NONE,MTK,BOILER/BURNER,90500,0,8/14/17
214442,3300 BAILEY AVE BRONX NY,10463,2020,0,HQ610138OM,OM,OPEN,5/23/19,N/A,NONE,MTK,ELEVATOR-SHAFT PUMP,2665,0,9/14/18
210864,3593 BAINBRIDGE AVE BRONX NY,10467,2020,0,ZB610010OM,OM,CLOSED,2/9/11,2/24/12,GP,ROM-00011-12,COURTYARD & WALKWAYS,13000,11000,8/5/09
210864,3593 BAINBRIDGE AVE BRONX NY,10467,2020,0,ZB610016OM,OM,CLOSED,2/9/11,7/14/11,GP,RXA-000810-19,COURTYARD & WALKWAYS,72000,68000,6/4/09
210864,3593 BAINBRIDGE AVE BRONX NY,10467,2020,0,BW610012OM,OM,CLOSED,11/13/13,12/19/17,DE,ROM-00096-17,TV/SECURITY SYSTEM,31600,0,11/15/12
210864,3593 BAINBRIDGE AVE BRONX NY,10467,2020,0,DT610010X,X,CLOSED,8/12/15,8/18/15,CW,RX-00006-15,N/A,N/A,N/A,N/A
210864,3593 BAINBRIDGE AVE BRONX NY,10467,2020,0,DR610150OM,OM,CLOSED,6/3/15,12/18/17,DE,ROM-00098-17,NEW ROOF,80000,0,7/25/13
210864,3593 BAINBRIDGE AVE BRONX NY,10467,2020,0,GP610004X,X,CLOSED,4/6/18,4/6/18,CW,RX-00001-18,N/A,N/A,N/A,N/A
210863,3599 BAINBRIDGE AVE BRONX NY,10467,2020,0,AN610058X,X,CLOSED,2/17/12,2/21/12,CW,RX-00001-12,N/A,N/A,N/A,N/A
210863,3599 BAINBRIDGE AVE BRONX NY,10467,2020,0,BW610058OM,OM,CLOSED,11/20/13,10/17/16,GR,ROM-00097-16,SECURITY CAMERAS,18000,18000,11/15/12
202792,2550 BAINBRIDGE AVE BRONX NY,10458,2020,0,DT610081OM,OM,CLOSED,8/20/15,8/26/16,DE,RRO-00015-18,TWO NEW BOILERS,172200,0,3/25/13
208763,2580 BAINBRIDGE AVE BRONX NY,10458,2020,0,HR610159OM,OM,OPEN,6/7/19,N/A,NONE,MRM2,FACADE,86475,0,8/21/17
204984,2705 BAINBRIDGE AVE BRONX NY,10458,2020,0,FS610066OM,OM,CLOSED,7/17/17,1/4/18,GP,ROM-00005-18,TV/SECURITY SYSTEM,14099.31,12950,6/21/15
200400,2786 BAINBRIDGE AVE BRONX NY,10458,2020,0,YH610009X,X,CLOSED,8/9/10,11/2/11,GP,RXX-000104-20,N/A,N/A,N/A,N/A
200400,2786 BAINBRIDGE AVE BRONX NY,10458,2020,0,CS610061OM,OM,CLOSED,7/29/14,2/6/15,GP,ROM-00086-15,BURNER FUEL COMPUTER,88490,86818.4,7/19/12
200400,2786 BAINBRIDGE AVE BRONX NY,10458,2020,0,CS610061OM,OM,CLOSED,7/29/14,2/6/15,GP,ROM-00086-15,SEWER,15000,0,8/20/12
200400,2786 BAINBRIDGE AVE BRONX NY,10458,2020,0,EM610011X,X,CLOSED,1/7/16,3/16/16,GP,RX-00002-16,N/A,N/A,N/A,N/A
205265,2861 BAINBRIDGE AVE BRONX NY,10458,2020,0,GP610017OM,OM,CLOSED,4/9/18,6/14/18,GP,A66,COMPACTOR,15300,15000,6/28/17
205265,2861 BAINBRIDGE AVE BRONX NY,10458,2020,0,IO610016OM,OM,OPEN,3/23/20,N/A,GP,MRM2,NEW ROOF,116700,0,5/29/19
207363,2889 BAINBRIDGE AVE BRONX NY,10458,2019,1,YB630003OM,OM,CLOSED,2/3/10,2/24/12,GR,ROM-00011-12,PARAPET / COPING,40000,40000,7/16/07
207363,2889 BAINBRIDGE AVE BRONX NY,10458,2019,1,YB630003OM,OM,CLOSED,2/3/10,2/24/12,GR,ROM-00011-12,BRICK REPLACED-PHI,33250,33250,7/16/07
207363,2889 BAINBRIDGE AVE BRONX NY,10458,2019,1,YB630003OM,OM,CLOSED,2/3/10,2/24/12,GR,ROM-00011-12,BRICK REPLACED-PHII,12110,12110,7/16/07
207363,2889 BAINBRIDGE AVE BRONX NY,10458,2019,1,YB630003OM,OM,CLOSED,2/3/10,2/24/12,GR,ROM-00011-12,LINTEL REPLACEMENT,10575,10575,7/16/07
207363,2889 BAINBRIDGE AVE BRONX NY,10458,2019,1,YB630003OM,OM,CLOSED,2/3/10,2/24/12,GR,ROM-00011-12,BRICK POINTING,14065,14065,7/16/07
211481,2936 BAINBRIDGE AVE BRONX NY,10458,2020,0,CS610073OM,OM,CLOSED,7/23/14,5/14/15,GP,ROM-00040-15,NEW WINDOWS/SUPPLIER,29128,25556.19,7/9/13
211481,2936 BAINBRIDGE AVE BRONX NY,10458,2020,0,CS610073OM,OM,CLOSED,7/23/14,5/14/15,GP,ROM-00040-15,INSTALLER (WINDOWS),21970,20540,6/30/13
211481,2936 BAINBRIDGE AVE BRONX NY,10458,2020,0,CS610073OM,OM,CLOSED,7/23/14,5/14/15,GP,ROM-00040-15,TV/SECURITY SYSTEM,6883,5344,7/5/12
211481,2936 BAINBRIDGE AVE BRONX NY,10458,2020,0,DP610037OM,OM,CLOSED,4/20/15,1/27/16,GP,ROM-00003-16,REPIPING,80000,76719.9,7/18/14
211481,2936 BAINBRIDGE AVE BRONX NY,10458,2020,0,DP610037OM,OM,CLOSED,4/20/15,1/27/16,GP,ROM-00003-16,KITCHEN&BATH UPGRADE,208000,197400,7/18/14
204006,2955 BAINBRIDGE AVE BRONX NY,10458,2020,0,YG610012X,X,CLOSED,7/13/10,2/18/11,GP,RXX-000104-20,N/A,N/A,N/A,N/A
208472,2977 BAINBRIDGE AVE BRONX NY,10458,2020,0,AX610019OM,OM,CLOSED,12/7/12,3/21/13,GR,ROM-00019-13,SECURITY CAMERA SYST,10000,10000,5/15/12
200724,3215 BAINBRIDGE AVE BRONX NY,10467,2020,0,CW610009X,X,CLOSED,11/12/14,3/6/15,CW,RX-00001-15,N/A,N/A,N/A,N/A
206404,3265 BAINBRIDGE AVE BRONX NY,10467,2020,1,EU630071OM,OM,CLOSED,9/30/16,4/11/17,GP,ROM-00031-17,POINTING/EXT.RESTOR,161450,149819.9,7/7/15
206404,3265 BAINBRIDGE AVE BRONX NY,10467,2020,1,EU630071OM,OM,CLOSED,9/30/16,4/11/17,GP,ROM-00031-17,SWIDEWALK SHED,42700,41940,6/16/15
206404,3265 BAINBRIDGE AVE BRONX NY,10467,2020,1,EU630071OM,OM,CLOSED,9/30/16,4/11/17,GP,ROM-00031-17,ENGINEERING,18610,18532,12/15/14
206404,3265 BAINBRIDGE AVE BRONX NY,10467,2020,1,EU630071OM,OM,CLOSED,9/30/16,4/11/17,GP,ROM-00031-17,ASBESTOS ABATEMENT,8570,7770,4/13/15
220996,3530 BAINBRIDGE AVE BRONX NY,10467,2020,0,BV610036X,X,CLOSED,10/17/13,11/13/13,GR,RX-00012-13,N/A,N/A,N/A,N/A
221108,3555 BAINBRIDGE AVE BRONX NY,10467,2020,0,BM610058X,X,CLOSED,1/14/13,1/14/14,CW,RX-00001-14,N/A,N/A,N/A,N/A
200271,2148 BARNES AVE BRONX NY,10462,2020,0,XF630253OM,OM,CLOSED,6/5/09,12/15/11,GR,RXA-000810-19,VIDEO SECURITY,108763.68,108763.68,6/2/06
200271,2148 BARNES AVE BRONX NY,10462,2020,0,XF630253OM,OM,CLOSED,6/5/09,12/15/11,GR,RXA-000810-19,PUBLIC AREA DOORS,28649.5,28649.5,8/24/06
200271,2148 BARNES AVE BRONX NY,10462,2020,0,XF630253OM,OM,CLOSED,6/5/09,12/15/11,GR,RXA-000810-19,PUBLIC AREA WINDOWS,42515,42515,6/2/06
200271,2148 BARNES AVE BRONX NY,10462,2020,0,DT610045OM,OM,CLOSED,8/19/15,3/31/16,GP,ROM-00029-16,MAILBOXES,3315.24,3045,8/21/13
200272,2184 BARNES AVE BRONX NY,10462,2020,0,HS610035OM,OM,OPEN,7/5/19,N/A,NONE,MTK,GAS CONVERSION,101078.56,0,3/22/15
200655,2161 BARNES AVE BRONX NY,10462,2020,0,ZF610015OM,OM,CLOSED,6/17/11,8/12/11,DE,RISF-00054-17,LINTEL REPLACEMENT,46040,0,4/1/10
200655,2161 BARNES AVE BRONX NY,10462,2020,0,FX610052OM,OM,CLOSED,12/18/17,6/1/18,GP,ROM-00052-18,TV/SECURITY SYSTEM,12738.38,11700,11/21/15
207111,2181 BARNES AVE BRONX NY,10462,2020,0,BU610021OM,OM,CLOSED,9/11/13,8/19/14,GR,ROM-00045-14,TV/SECURITY SYSTEM,20500,20500,3/24/11
210479,2707 BARNES AVE BRONX NY,10467,2020,0,ES610019X,X,CLOSED,7/20/16,7/29/16,CW,RX-00004-16,N/A,N/A,N/A,N/A
202870,2900 BARNES AVE BRONX NY,10467,2020,0,CO610040X,X,CLOSED,3/24/14,4/7/14,GR,RX-00004-14,N/A,N/A,N/A,N/A
203021,4138 BARNES AVE BRONX NY,10466,2020,0,YE610013OM,OM,CLOSED,5/25/10,11/19/10,GR,RXX-000922-18,ELEVATOR UPGRADING,42752,42752,2/17/09
203021,4138 BARNES AVE BRONX NY,10466,2020,0,YE610013OM,OM,CLOSED,5/25/10,11/19/10,GR,RXX-000922-18,SUPPLY FRONT DOOR,9500,9500,6/29/08
203021,4138 BARNES AVE BRONX NY,10466,2020,0,YE610013OM,OM,CLOSED,5/25/10,11/19/10,GR,RXX-000922-18,INSTALL FRONT DOOR,2250,2250,7/16/08
204281,4188 BARNES AVE BRONX NY,10466,2020,0,GN610063OM,OM,CLOSED,2/20/18,12/28/18,GP,ROM-00103-18,EXTERIOR RESTORATION,45610,43680,8/22/16
204281,4188 BARNES AVE BRONX NY,10466,2020,0,GN610063OM,OM,CLOSED,2/20/18,12/28/18,GP,ROM-00103-18,CAMERA SECURITY SYS,17399.25,17399.25,9/6/17
206612,670 BARRETTO ST BRONX NY,10474,2019,0,FT610052OM,OM,CLOSED,8/29/17,2/14/18,GR,ROM-00042-18,EXTERIOR RESTORATION,237955.24,237955.24,8/7/14
206612,670 BARRETTO ST BRONX NY,10474,2019,0,HR610049OM,OM,OPEN,6/10/19,N/A,GR,MJC2,NEW ROOF,30200,0,4/11/18
201846,2248 BASSFORD AVE BRONX NY,10457,2020,0,BU610059OM,OM,CLOSED,9/20/13,1/12/16,GP,ROM-00002-16,BOILER/BURNER,35591.88,31648.73,10/15/10
201846,2248 BASSFORD AVE BRONX NY,10457,2020,0,BU610059OM,OM,CLOSED,9/20/13,1/12/16,GP,ROM-00002-16,REWIRING,29500,0,4/5/12
201846,2248 BASSFORD AVE BRONX NY,10457,2020,0,EP610024X,X,CLOSED,4/15/16,4/18/16,GP,RX-00003-16,N/A,N/A,N/A,N/A
205526,2254 BASSFORD AVE BRONX NY,10457,2020,0,BV610037X,X,CLOSED,10/17/13,11/18/13,GP,RX-00012-13,N/A,N/A,N/A,N/A
205208,2285 BATHGATE AVE BRONX NY,10457,2020,1,YH630018X,X,CLOSED,8/9/10,8/9/11,GR,RXX-000104-20,N/A,N/A,N/A,N/A
214004,1570 BATHGATE AVE BRONX NY,10457,2019,0,YG620005X,X,CLOSED,7/13/10,11/30/11,VO,MX99,N/A,N/A,N/A,N/A
213899,1575 BATHGATE AVE BRONX NY,10457,2019,0,YH620126X,X,CLOSED,8/27/10,1/26/12,VO,MX66,N/A,N/A,N/A,N/A
